actionId,date,userId
increase_intensity,2023-12-26 07:49:17,user_0063
maintain_pace,2024-05-03 20:07:44,user_0042
decrease_intensity,2024-05-23 21:37:31,user_0110
take_break,2024-02-06 12:32:40,user_0154
change_style,2023-01-30 07:04:40,user_0197
maintain_pace,2024-03-06 10:59:41,user_0148
decrease_intensity,2023-06-02 10:49:02,user_0200
change_style,2024-03-01 09:35:25,user_0116
maintain_pace,2023-01-06 05:18:34,user_0181
decrease_intensity,2024-05-27 07:57:36,user_0128
change_style,2024-02-29 13:20:16,user_0197
increase_intensity,2023-09-26 17:25:53,user_0196
take_break,2024-10-17 23:06:12,user_0107
take_break,2023-04-30 20:25:09,user_0005
increase_intensity,2023-06-05 07:52:34,user_0144
take_break,2024-01-27 10:44:57,user_0137
take_break,2024-10-30 02:18:56,user_0025
maintain_pace,2024-06-27 07:19:41,user_0185
decrease_intensity,2023-07-25 10:25:42,user_0166
increase_intensity,2024-02-11 01:43:22,user_0136
decrease_intensity,2024-01-08 22:36:39,user_0128
take_break,2023-04-27 16:48:19,user_0065
decrease_intensity,2023-05-28 03:47:06,user_0159
change_style,2024-03-19 13:28:34,user_0033
increase_intensity,2023-09-02 04:11:24,user_0183
increase_intensity,2023-08-27 18:03:27,user_0124
increase_intensity,2023-07-10 01:11:21,user_0128
maintain_pace,2023-03-28 23:49:02,user_0197
decrease_intensity,2023-07-28 07:53:16,user_0082
decrease_intensity,2023-01-22 00:52:55,user_0036
maintain_pace,2024-03-16 11:00:17,user_0084
increase_intensity,2024-04-20 12:40:44,user_0152
maintain_pace,2024-01-09 14:49:31,user_0189
maintain_pace,2023-10-24 03:42:11,user_0028
take_break,2023-05-15 22:15:26,user_0060
increase_intensity,2023-01-31 09:53:05,user_0094
change_style,2024-08-10 09:13:10,user_0079
take_break,2024-06-26 06:05:27,user_0114
increase_intensity,2024-09-30 04:35:07,user_0073
increase_intensity,2023-05-27 02:29:56,user_0124
increase_intensity,2024-02-21 06:01:34,user_0039
decrease_intensity,2024-06-29 12:13:25,user_0159
increase_intensity,2024-08-31 00:55:41,user_0001
increase_intensity,2024-05-07 04:05:41,user_0013
change_style,2024-10-09 06:08:44,user_0194
increase_intensity,2024-08-20 00:54:44,user_0042
maintain_pace,2023-09-21 11:38:21,user_0165
increase_intensity,2023-02-09 16:31:10,user_0185
increase_intensity,2024-04-02 01:34:51,user_0035
increase_intensity,2024-02-18 19:09:08,user_0037
decrease_intensity,2024-10-07 14:20:42,user_0075
take_break,2023-07-04 04:52:00,user_0127
decrease_intensity,2024-01-09 02:27:40,user_0020
change_style,2023-08-15 05:28:31,user_0194
change_style,2023-06-07 23:44:26,user_0151
maintain_pace,2023-05-13 01:42:12,user_0183
maintain_pace,2023-09-01 18:29:19,user_0057
change_style,2023-12-31 16:51:51,user_0178
take_break,2024-06-09 13:23:08,user_0166
take_break,2024-06-09 13:51:42,user_0047
change_style,2023-12-01 06:08:00,user_0108
increase_intensity,2023-10-13 06:01:00,user_0093
decrease_intensity,2024-07-04 07:36:12,user_0128
decrease_intensity,2024-11-03 04:44:52,user_0158
increase_intensity,2023-12-17 12:40:33,user_0196
take_break,2024-03-11 14:53:28,user_0093
decrease_intensity,2024-08-03 08:27:20,user_0122
decrease_intensity,2024-05-01 22:15:57,user_0043
maintain_pace,2024-11-15 14:41:49,user_0118
take_break,2023-02-26 16:51:02,user_0155
change_style,2023-03-20 07:13:22,user_0082
change_style,2023-01-01 04:44:35,user_0064
increase_intensity,2023-01-23 18:37:22,user_0006
decrease_intensity,2023-02-06 12:29:28,user_0096
change_style,2023-01-09 04:25:57,user_0031
increase_intensity,2023-07-20 04:31:57,user_0087
maintain_pace,2023-01-01 00:09:57,user_0157
take_break,2023-11-21 21:27:43,user_0131
decrease_intensity,2024-06-15 23:40:08,user_0097
decrease_intensity,2024-12-02 16:22:16,user_0103
increase_intensity,2023-03-12 23:30:58,user_0108
decrease_intensity,2023-09-26 16:13:54,user_0148
take_break,2024-04-16 09:55:38,user_0058
change_style,2024-12-09 18:52:20,user_0057
increase_intensity,2024-06-25 13:09:01,user_0071
take_break,2023-09-30 03:49:23,user_0004
decrease_intensity,2023-07-24 09:13:35,user_0042
change_style,2024-04-22 03:31:37,user_0102
take_break,2023-08-06 03:40:23,user_0034
change_style,2023-01-26 13:04:22,user_0018
change_style,2023-03-29 15:44:26,user_0097
increase_intensity,2023-04-14 13:00:11,user_0193
decrease_intensity,2023-11-30 13:22:20,user_0112
maintain_pace,2024-11-11 12:56:37,user_0153
maintain_pace,2024-12-18 19:07:09,user_0173
maintain_pace,2024-10-29 15:11:50,user_0142
take_break,2023-03-29 20:05:39,user_0011
maintain_pace,2024-04-09 19:09:19,user_0121
decrease_intensity,2024-11-26 06:29:09,user_0180
maintain_pace,2024-08-01 17:11:58,user_0008
change_style,2024-10-04 14:41:26,user_0060
change_style,2024-11-11 09:23:47,user_0042
change_style,2023-05-08 10:39:51,user_0144
maintain_pace,2023-03-24 04:31:12,user_0167
decrease_intensity,2024-06-13 02:39:15,user_0101
decrease_intensity,2023-11-29 07:53:05,user_0095
maintain_pace,2024-10-09 02:25:44,user_0042
decrease_intensity,2024-05-22 06:58:24,user_0146
maintain_pace,2023-07-19 09:19:02,user_0121
decrease_intensity,2023-01-17 11:13:57,user_0135
increase_intensity,2024-02-16 03:48:03,user_0132
increase_intensity,2023-02-16 04:43:58,user_0096
decrease_intensity,2024-05-20 00:21:45,user_0030
change_style,2023-06-07 07:07:55,user_0178
increase_intensity,2023-10-18 04:52:55,user_0045
take_break,2023-10-03 12:29:11,user_0031
maintain_pace,2023-01-28 03:03:49,user_0046
take_break,2023-11-12 17:10:53,user_0182
decrease_intensity,2023-12-06 23:05:30,user_0046
decrease_intensity,2023-05-08 18:24:03,user_0005
change_style,2023-01-10 16:28:26,user_0010
increase_intensity,2024-10-17 02:35:24,user_0110
increase_intensity,2024-04-24 07:48:27,user_0151
take_break,2024-12-01 09:11:38,user_0007
increase_intensity,2024-10-01 18:06:16,user_0058
decrease_intensity,2024-06-02 05:28:42,user_0047
change_style,2024-06-08 18:37:01,user_0092
maintain_pace,2023-05-28 23:16:48,user_0021
take_break,2023-07-15 02:49:24,user_0159
take_break,2024-05-05 00:10:10,user_0155
maintain_pace,2024-12-04 03:04:54,user_0157
decrease_intensity,2023-05-18 06:58:59,user_0138
take_break,2024-05-18 11:06:34,user_0072
increase_intensity,2024-08-14 13:24:02,user_0137
increase_intensity,2024-12-27 23:04:19,user_0139
increase_intensity,2023-02-02 05:02:12,user_0150
change_style,2024-02-16 03:28:25,user_0104
maintain_pace,2024-09-17 14:36:31,user_0090
decrease_intensity,2024-02-13 00:42:20,user_0050
increase_intensity,2024-05-28 03:37:49,user_0101
increase_intensity,2024-08-01 03:12:19,user_0168
change_style,2024-06-06 08:46:28,user_0066
increase_intensity,2024-06-26 01:03:17,user_0191
change_style,2023-07-29 03:46:47,user_0147
maintain_pace,2023-03-06 13:02:53,user_0116
take_break,2023-09-26 03:02:46,user_0016
increase_intensity,2024-08-22 02:54:46,user_0132
increase_intensity,2024-02-02 13:13:47,user_0049
maintain_pace,2023-09-30 11:38:45,user_0038
take_break,2024-10-20 07:54:07,user_0135
change_style,2024-06-14 02:59:58,user_0183
take_break,2024-01-30 18:14:17,user_0014
increase_intensity,2023-08-23 02:51:39,user_0085
maintain_pace,2024-04-11 16:47:04,user_0034
decrease_intensity,2023-10-25 02:40:07,user_0149
maintain_pace,2024-02-28 13:18:38,user_0127
change_style,2023-09-29 15:21:56,user_0164
change_style,2024-12-18 23:08:38,user_0063
increase_intensity,2024-07-14 03:19:43,user_0042
maintain_pace,2023-04-18 18:32:00,user_0177
decrease_intensity,2024-05-06 00:58:01,user_0071
maintain_pace,2024-10-11 06:47:51,user_0085
change_style,2024-05-08 06:27:05,user_0138
maintain_pace,2023-10-25 17:06:27,user_0021
increase_intensity,2024-12-02 19:29:24,user_0113
change_style,2023-03-05 02:31:34,user_0063
maintain_pace,2023-07-04 20:04:09,user_0089
maintain_pace,2023-04-11 11:28:44,user_0077
increase_intensity,2024-11-06 01:04:41,user_0127
increase_intensity,2024-04-16 04:31:54,user_0119
maintain_pace,2023-11-26 01:28:06,user_0050
decrease_intensity,2024-01-29 14:59:26,user_0027
change_style,2024-05-11 15:30:57,user_0136
maintain_pace,2024-10-11 12:15:38,user_0158
increase_intensity,2023-09-08 17:18:35,user_0123
change_style,2024-11-01 08:35:34,user_0199
increase_intensity,2024-12-18 09:09:03,user_0030
change_style,2023-04-16 21:17:04,user_0018
maintain_pace,2023-09-07 09:42:21,user_0023
take_break,2024-04-06 20:51:33,user_0038
take_break,2024-06-27 16:47:20,user_0105
change_style,2024-09-13 07:14:04,user_0030
increase_intensity,2024-02-23 19:05:39,user_0119
increase_intensity,2024-12-14 09:06:15,user_0030
increase_intensity,2024-08-01 08:42:25,user_0200
maintain_pace,2024-08-25 00:29:24,user_0074
change_style,2023-10-17 08:03:18,user_0071
maintain_pace,2024-08-24 02:43:40,user_0167
take_break,2024-10-04 22:16:02,user_0017
take_break,2024-12-24 01:37:44,user_0069
increase_intensity,2024-02-02 02:49:22,user_0106
increase_intensity,2024-01-15 06:50:46,user_0180
change_style,2024-02-25 02:08:22,user_0079
take_break,2023-07-05 22:38:40,user_0141
change_style,2024-02-06 19:51:31,user_0007
take_break,2024-11-18 20:55:06,user_0068
decrease_intensity,2024-06-23 23:44:28,user_0060
change_style,2024-05-14 07:52:02,user_0105
decrease_intensity,2024-07-29 00:55:43,user_0174
maintain_pace,2023-12-24 02:26:00,user_0035
take_break,2023-08-26 14:32:14,user_0029
decrease_intensity,2024-09-02 14:55:59,user_0100
maintain_pace,2023-09-30 12:36:13,user_0119
change_style,2024-11-14 22:58:47,user_0034
decrease_intensity,2024-01-17 21:04:49,user_0136
decrease_intensity,2024-08-21 03:12:10,user_0194
maintain_pace,2023-06-09 22:07:52,user_0004
decrease_intensity,2023-09-14 07:52:26,user_0066
maintain_pace,2023-10-25 20:07:58,user_0094
take_break,2024-07-02 15:25:40,user_0057
take_break,2023-03-19 16:35:40,user_0093
take_break,2024-04-12 13:01:22,user_0132
decrease_intensity,2023-11-28 04:01:10,user_0085
decrease_intensity,2024-09-01 01:47:57,user_0194
increase_intensity,2024-10-15 12:30:21,user_0148
increase_intensity,2023-05-18 11:33:41,user_0113
maintain_pace,2023-01-01 10:26:38,user_0097
decrease_intensity,2024-08-02 07:46:00,user_0055
maintain_pace,2024-01-04 07:02:03,user_0006
change_style,2023-03-20 16:40:16,user_0029
decrease_intensity,2023-04-16 09:06:33,user_0080
change_style,2023-02-22 17:03:39,user_0100
decrease_intensity,2024-11-24 13:56:15,user_0133
take_break,2023-06-26 12:55:13,user_0165
maintain_pace,2023-10-24 11:13:12,user_0137
increase_intensity,2024-08-25 10:03:49,user_0037
take_break,2024-01-31 15:15:35,user_0167
increase_intensity,2023-03-12 12:12:29,user_0063
decrease_intensity,2024-08-17 13:56:27,user_0185
change_style,2023-01-18 03:49:06,user_0040
change_style,2023-01-23 16:49:37,user_0064
take_break,2023-03-30 09:14:36,user_0122
increase_intensity,2023-05-16 13:42:40,user_0131
maintain_pace,2024-07-20 12:42:31,user_0043
maintain_pace,2023-02-22 01:48:33,user_0125
maintain_pace,2023-07-05 00:09:43,user_0025
increase_intensity,2024-11-25 05:44:30,user_0055
change_style,2023-11-04 23:59:42,user_0106
change_style,2023-09-18 23:39:01,user_0036
take_break,2023-10-22 04:34:27,user_0108
increase_intensity,2024-05-24 09:46:49,user_0186
decrease_intensity,2023-08-08 03:46:30,user_0103
decrease_intensity,2023-10-11 01:19:58,user_0019
maintain_pace,2023-06-02 04:00:57,user_0187
change_style,2023-11-09 19:44:18,user_0144
change_style,2024-03-06 11:22:57,user_0094
increase_intensity,2023-12-16 06:15:35,user_0099
increase_intensity,2024-03-24 19:21:05,user_0130
take_break,2023-01-31 13:38:52,user_0128
increase_intensity,2023-12-25 16:09:44,user_0193
take_break,2023-01-24 00:11:45,user_0059
maintain_pace,2023-08-22 07:56:59,user_0048
maintain_pace,2023-01-23 15:49:35,user_0126
change_style,2024-05-26 11:03:50,user_0003
change_style,2024-09-20 15:47:01,user_0154
change_style,2023-10-08 03:23:32,user_0092
decrease_intensity,2024-01-29 11:34:59,user_0142
take_break,2023-03-13 13:04:46,user_0115
maintain_pace,2024-05-17 16:07:00,user_0152
take_break,2024-03-28 18:27:35,user_0163
decrease_intensity,2023-09-14 06:28:56,user_0116
decrease_intensity,2024-12-10 02:16:06,user_0006
maintain_pace,2023-12-24 22:12:15,user_0190
maintain_pace,2023-01-20 22:47:19,user_0036
change_style,2023-01-29 05:31:33,user_0029
decrease_intensity,2023-12-22 20:05:45,user_0141
change_style,2024-10-23 06:56:14,user_0136
maintain_pace,2023-12-13 15:45:13,user_0143
decrease_intensity,2024-02-01 22:14:10,user_0033
decrease_intensity,2023-03-02 13:32:28,user_0089
increase_intensity,2024-06-12 17:21:42,user_0144
decrease_intensity,2024-06-06 09:27:38,user_0085
change_style,2024-11-04 06:53:12,user_0180
increase_intensity,2023-11-28 22:06:07,user_0101
decrease_intensity,2024-06-30 19:23:41,user_0081
increase_intensity,2023-06-26 04:57:13,user_0162
decrease_intensity,2024-12-19 07:41:03,user_0034
take_break,2023-01-26 01:40:28,user_0127
change_style,2023-08-15 03:56:01,user_0171
change_style,2024-07-21 07:54:33,user_0189
increase_intensity,2024-09-15 21:19:52,user_0105
take_break,2023-06-08 02:02:59,user_0022
increase_intensity,2023-10-27 17:50:10,user_0051
increase_intensity,2023-01-08 12:21:00,user_0004
maintain_pace,2023-04-04 17:17:25,user_0177
increase_intensity,2024-09-21 18:47:46,user_0167
decrease_intensity,2024-07-24 00:13:39,user_0200
maintain_pace,2024-11-13 22:37:44,user_0001
maintain_pace,2023-11-21 10:24:47,user_0169
increase_intensity,2024-01-02 12:18:43,user_0178
maintain_pace,2023-12-05 02:54:47,user_0017
change_style,2024-05-23 21:44:09,user_0008
maintain_pace,2023-10-11 08:52:49,user_0067
maintain_pace,2024-11-06 05:39:28,user_0093
decrease_intensity,2024-04-22 04:51:52,user_0118
change_style,2023-02-05 13:29:04,user_0086
maintain_pace,2024-03-03 12:46:54,user_0066
decrease_intensity,2024-05-24 16:45:14,user_0002
change_style,2023-12-25 12:03:16,user_0017
maintain_pace,2024-10-20 15:37:32,user_0073
increase_intensity,2023-08-03 04:11:01,user_0161
maintain_pace,2023-04-29 19:18:47,user_0182
change_style,2023-07-31 21:49:20,user_0108
maintain_pace,2023-08-30 22:24:04,user_0198
change_style,2023-03-22 01:29:54,user_0107
increase_intensity,2023-04-24 00:01:45,user_0134
maintain_pace,2024-09-03 06:48:00,user_0180
change_style,2023-05-26 08:38:10,user_0101
decrease_intensity,2023-12-21 23:03:19,user_0045
maintain_pace,2023-01-05 03:43:57,user_0001
increase_intensity,2024-07-20 06:58:00,user_0080
decrease_intensity,2024-08-11 23:10:57,user_0051
maintain_pace,2024-10-22 22:46:57,user_0139
change_style,2024-07-17 21:32:45,user_0022
take_break,2023-02-02 00:41:03,user_0162
decrease_intensity,2023-05-14 08:30:54,user_0129
change_style,2023-09-06 06:02:00,user_0077
decrease_intensity,2024-05-13 14:44:25,user_0049
maintain_pace,2024-09-09 05:49:59,user_0110
increase_intensity,2023-06-16 23:23:37,user_0049
increase_intensity,2023-11-21 14:33:20,user_0170
decrease_intensity,2024-05-26 13:39:57,user_0092
take_break,2024-10-27 12:11:56,user_0177
maintain_pace,2023-03-16 02:56:27,user_0013
change_style,2023-04-12 14:52:37,user_0094
maintain_pace,2024-06-24 11:02:38,user_0196
take_break,2024-11-22 01:42:03,user_0142
change_style,2024-02-15 19:44:37,user_0164
take_break,2023-11-16 19:27:52,user_0184
maintain_pace,2023-09-25 16:09:26,user_0069
maintain_pace,2024-05-25 05:05:57,user_0046
decrease_intensity,2023-01-15 23:49:07,user_0015
take_break,2024-01-19 09:04:11,user_0087
increase_intensity,2024-05-21 11:35:16,user_0136
take_break,2024-04-08 10:15:23,user_0122
take_break,2023-03-19 14:52:06,user_0184
change_style,2023-12-12 18:29:17,user_0011
change_style,2023-07-23 14:21:59,user_0199
decrease_intensity,2024-02-11 19:34:22,user_0151
increase_intensity,2023-11-05 05:54:42,user_0173
maintain_pace,2023-02-17 13:52:19,user_0110
increase_intensity,2023-07-11 19:49:41,user_0105
increase_intensity,2024-11-23 12:33:31,user_0155
increase_intensity,2023-09-19 01:53:53,user_0031
decrease_intensity,2023-10-20 23:14:54,user_0175
decrease_intensity,2024-11-02 01:41:18,user_0104
increase_intensity,2024-10-23 19:54:59,user_0066
maintain_pace,2024-10-01 03:20:16,user_0108
maintain_pace,2023-03-30 08:06:38,user_0112
maintain_pace,2023-04-29 06:09:28,user_0061
decrease_intensity,2024-02-21 09:46:09,user_0008
change_style,2024-04-30 04:30:33,user_0065
maintain_pace,2023-11-22 15:42:32,user_0153
change_style,2024-12-28 11:02:17,user_0017
increase_intensity,2023-09-30 12:30:41,user_0158
maintain_pace,2023-07-11 23:52:37,user_0152
increase_intensity,2023-02-18 18:40:00,user_0115
increase_intensity,2024-07-30 16:46:04,user_0052
take_break,2023-05-16 10:08:18,user_0063
increase_intensity,2023-10-29 16:14:27,user_0061
increase_intensity,2024-02-13 13:21:30,user_0077
decrease_intensity,2023-06-19 12:59:24,user_0186
increase_intensity,2023-04-18 14:13:27,user_0119
maintain_pace,2023-04-08 05:55:25,user_0090
decrease_intensity,2024-05-27 01:49:21,user_0032
take_break,2023-01-09 04:06:44,user_0109
take_break,2023-02-13 19:05:40,user_0035
increase_intensity,2024-07-29 07:17:09,user_0016
change_style,2023-03-24 07:25:30,user_0137
take_break,2024-05-01 02:45:50,user_0019
take_break,2024-03-03 11:14:10,user_0168
take_break,2023-01-07 11:10:59,user_0040
maintain_pace,2024-10-04 16:20:20,user_0174
change_style,2023-04-11 01:19:21,user_0109
increase_intensity,2024-11-03 03:13:07,user_0131
increase_intensity,2024-09-20 05:27:40,user_0154
decrease_intensity,2024-08-07 21:28:01,user_0101
maintain_pace,2023-05-18 17:26:45,user_0072
change_style,2023-12-13 13:47:14,user_0070
decrease_intensity,2023-12-16 11:25:33,user_0005
change_style,2023-03-14 07:18:13,user_0027
take_break,2023-10-11 03:15:50,user_0172
change_style,2024-04-07 09:06:28,user_0038
decrease_intensity,2024-01-31 05:22:39,user_0200
maintain_pace,2024-08-09 19:48:05,user_0089
maintain_pace,2023-04-17 15:53:20,user_0071
take_break,2023-04-03 16:15:42,user_0078
increase_intensity,2024-01-08 04:53:07,user_0128
decrease_intensity,2024-09-20 15:58:10,user_0169
increase_intensity,2023-02-19 15:15:18,user_0058
take_break,2024-01-10 18:29:52,user_0157
change_style,2024-12-21 18:34:38,user_0179
change_style,2024-02-18 07:04:40,user_0198
take_break,2023-06-30 08:37:41,user_0096
maintain_pace,2024-07-03 23:48:31,user_0063
decrease_intensity,2024-09-05 00:47:13,user_0019
take_break,2023-09-22 01:22:42,user_0155
take_break,2023-06-14 11:59:33,user_0094
decrease_intensity,2023-07-11 14:26:50,user_0114
maintain_pace,2023-02-13 13:28:16,user_0053
maintain_pace,2023-11-12 06:22:49,user_0097
decrease_intensity,2024-09-27 14:06:57,user_0173
increase_intensity,2024-07-23 20:40:21,user_0011
change_style,2023-01-21 04:41:41,user_0120
decrease_intensity,2024-05-05 07:24:46,user_0105
maintain_pace,2024-11-10 11:15:54,user_0010
increase_intensity,2023-10-13 06:23:58,user_0086
take_break,2024-03-18 16:46:03,user_0020
take_break,2024-09-24 20:42:31,user_0147
take_break,2024-06-30 11:37:15,user_0088
change_style,2023-04-03 22:45:27,user_0130
maintain_pace,2024-03-24 20:58:26,user_0168
increase_intensity,2024-07-31 00:59:32,user_0146
maintain_pace,2024-10-10 18:47:50,user_0082
change_style,2024-04-16 14:38:15,user_0002
change_style,2024-07-05 11:08:11,user_0047
decrease_intensity,2023-04-25 19:38:07,user_0177
maintain_pace,2024-03-13 06:06:34,user_0119
take_break,2023-07-29 23:14:12,user_0151
decrease_intensity,2024-07-18 08:41:50,user_0047
maintain_pace,2023-11-12 21:37:53,user_0079
decrease_intensity,2023-01-23 13:36:48,user_0124
decrease_intensity,2023-02-18 10:10:16,user_0089
increase_intensity,2023-03-03 22:26:36,user_0173
decrease_intensity,2024-10-12 21:42:58,user_0082
change_style,2023-04-17 06:16:39,user_0021
take_break,2024-04-13 05:19:48,user_0175
increase_intensity,2023-09-27 18:00:36,user_0032
decrease_intensity,2023-10-15 02:02:37,user_0019
increase_intensity,2023-12-06 02:09:51,user_0146
take_break,2024-08-11 23:20:07,user_0024
take_break,2024-10-31 11:46:50,user_0175
increase_intensity,2023-08-10 13:15:55,user_0106
maintain_pace,2024-01-26 18:17:51,user_0158
take_break,2023-08-27 18:34:39,user_0093
change_style,2023-08-13 22:38:43,user_0085
change_style,2024-11-23 09:38:56,user_0149
decrease_intensity,2024-01-09 08:25:41,user_0048
maintain_pace,2023-10-09 20:21:51,user_0194
maintain_pace,2024-09-27 22:42:23,user_0173
decrease_intensity,2024-05-17 13:40:24,user_0129
take_break,2024-05-22 12:46:20,user_0022
increase_intensity,2024-11-05 02:54:50,user_0056
maintain_pace,2024-03-17 19:11:18,user_0168
maintain_pace,2024-04-27 12:52:28,user_0038
take_break,2024-02-24 00:16:18,user_0019
increase_intensity,2023-12-09 14:37:41,user_0147
change_style,2023-03-08 10:06:15,user_0194
maintain_pace,2023-12-24 11:06:55,user_0093
take_break,2023-09-07 23:01:25,user_0114
maintain_pace,2024-01-13 09:47:51,user_0114
change_style,2024-04-05 21:31:48,user_0175
decrease_intensity,2023-07-03 15:54:29,user_0058
take_break,2023-07-15 19:04:03,user_0185
increase_intensity,2023-07-18 00:19:15,user_0176
decrease_intensity,2023-07-30 22:21:02,user_0045
increase_intensity,2024-01-10 20:50:01,user_0028
change_style,2023-08-17 12:39:52,user_0060
increase_intensity,2024-10-23 05:48:20,user_0005
maintain_pace,2024-10-24 06:27:10,user_0146
change_style,2024-02-18 04:34:53,user_0165
decrease_intensity,2023-09-12 09:57:05,user_0025
maintain_pace,2023-08-12 15:12:37,user_0166
maintain_pace,2024-08-25 18:52:51,user_0129
change_style,2024-01-13 21:36:33,user_0168
increase_intensity,2023-10-28 10:10:03,user_0183
increase_intensity,2023-07-12 15:42:20,user_0095
decrease_intensity,2023-11-06 09:49:08,user_0167
change_style,2024-04-26 03:37:37,user_0095
decrease_intensity,2024-07-14 20:51:43,user_0076
take_break,2024-10-12 02:26:34,user_0153
change_style,2023-04-12 16:08:41,user_0151
take_break,2024-07-16 00:48:22,user_0171
decrease_intensity,2023-08-04 08:40:04,user_0125
take_break,2024-05-16 14:03:04,user_0048
take_break,2023-09-21 21:15:04,user_0038
maintain_pace,2024-02-01 05:26:02,user_0090
maintain_pace,2023-08-23 10:24:59,user_0024
decrease_intensity,2024-08-05 13:29:48,user_0133
decrease_intensity,2024-02-29 16:14:34,user_0188
increase_intensity,2023-05-07 14:14:29,user_0145
take_break,2024-06-12 22:51:50,user_0165
increase_intensity,2024-10-01 14:04:19,user_0015
increase_intensity,2024-04-11 04:11:26,user_0194
change_style,2023-05-31 04:27:23,user_0020
increase_intensity,2024-07-30 15:50:12,user_0158
increase_intensity,2024-08-29 04:25:11,user_0144
take_break,2023-05-14 15:31:25,user_0044
increase_intensity,2024-04-17 15:48:10,user_0187
take_break,2023-12-29 18:39:49,user_0132
take_break,2023-06-29 07:30:15,user_0159
increase_intensity,2023-12-20 13:41:41,user_0154
take_break,2023-07-17 15:22:24,user_0041
decrease_intensity,2024-02-19 18:40:40,user_0076
decrease_intensity,2024-01-28 07:23:56,user_0130
take_break,2023-04-17 19:52:31,user_0008
decrease_intensity,2024-03-18 08:50:07,user_0078
change_style,2023-07-04 08:25:31,user_0152
maintain_pace,2024-12-06 13:19:12,user_0107
decrease_intensity,2024-08-16 13:45:59,user_0040
increase_intensity,2024-12-19 05:21:35,user_0105
decrease_intensity,2023-01-03 09:14:20,user_0153
change_style,2023-05-18 22:01:12,user_0062
change_style,2024-11-12 21:49:02,user_0058
change_style,2024-11-08 07:09:21,user_0071
decrease_intensity,2023-11-28 23:24:18,user_0160
maintain_pace,2024-12-24 07:45:27,user_0117
increase_intensity,2024-03-02 00:23:05,user_0087
maintain_pace,2023-07-22 06:38:45,user_0174
decrease_intensity,2024-02-19 05:47:16,user_0103
maintain_pace,2023-05-26 09:48:32,user_0154
take_break,2023-02-07 05:23:53,user_0042
increase_intensity,2023-11-09 05:25:54,user_0007
take_break,2024-12-17 15:19:31,user_0056
take_break,2024-03-10 13:09:41,user_0175
maintain_pace,2023-12-14 17:58:12,user_0178
take_break,2023-10-10 10:13:11,user_0173
increase_intensity,2023-03-29 04:40:20,user_0068
take_break,2023-05-13 04:57:17,user_0044
decrease_intensity,2023-09-21 18:35:16,user_0153
increase_intensity,2024-08-07 22:46:20,user_0052
decrease_intensity,2023-02-09 18:52:39,user_0146
decrease_intensity,2024-09-10 10:30:03,user_0135
change_style,2023-07-22 11:16:39,user_0022
change_style,2024-02-05 09:33:25,user_0004
decrease_intensity,2023-07-15 22:37:06,user_0157
take_break,2024-07-26 05:24:48,user_0118
decrease_intensity,2024-11-06 19:06:05,user_0168
decrease_intensity,2024-05-16 07:24:33,user_0180
change_style,2023-05-30 13:43:14,user_0114
maintain_pace,2024-10-12 15:46:41,user_0060
maintain_pace,2024-02-18 14:15:35,user_0169
maintain_pace,2023-01-08 04:40:43,user_0073
decrease_intensity,2023-09-04 10:51:18,user_0015
decrease_intensity,2024-03-31 18:47:15,user_0123
take_break,2023-07-22 08:05:06,user_0077
change_style,2023-11-10 18:08:32,user_0057
decrease_intensity,2023-06-18 06:09:20,user_0094
increase_intensity,2024-03-27 08:49:28,user_0099
increase_intensity,2024-02-21 13:12:41,user_0163
change_style,2023-07-14 17:12:38,user_0090
increase_intensity,2024-02-08 09:49:43,user_0019
increase_intensity,2024-09-05 18:15:19,user_0149
change_style,2023-04-21 17:50:05,user_0141
decrease_intensity,2024-02-09 05:00:12,user_0021
decrease_intensity,2023-08-20 04:53:44,user_0088
take_break,2023-06-10 12:09:45,user_0026
decrease_intensity,2024-08-11 04:02:40,user_0056
increase_intensity,2024-08-25 08:05:29,user_0031
increase_intensity,2023-05-29 07:02:02,user_0030
take_break,2024-03-25 21:31:01,user_0024
change_style,2024-11-27 18:22:21,user_0096
increase_intensity,2023-03-08 13:26:03,user_0158
decrease_intensity,2024-06-24 12:47:27,user_0121
decrease_intensity,2024-12-15 10:20:31,user_0154
decrease_intensity,2023-07-16 21:39:17,user_0102
increase_intensity,2023-12-21 23:13:26,user_0082
maintain_pace,2023-03-11 20:22:39,user_0105
increase_intensity,2024-09-09 03:05:50,user_0054
increase_intensity,2023-06-11 07:27:19,user_0113
maintain_pace,2023-12-02 10:33:21,user_0124
maintain_pace,2023-05-01 22:03:27,user_0076
decrease_intensity,2023-05-07 16:28:31,user_0021
decrease_intensity,2023-06-10 20:23:06,user_0151
decrease_intensity,2023-03-20 09:25:07,user_0126
increase_intensity,2023-06-24 07:15:48,user_0028
change_style,2023-08-14 04:49:08,user_0124
take_break,2024-02-28 03:15:00,user_0081
change_style,2024-03-13 19:01:48,user_0079
maintain_pace,2023-10-10 07:02:30,user_0023
increase_intensity,2023-06-05 18:33:16,user_0187
increase_intensity,2023-03-15 06:25:23,user_0181
take_break,2023-03-01 20:35:23,user_0053
change_style,2024-06-04 01:41:10,user_0162
maintain_pace,2023-11-20 01:04:58,user_0068
take_break,2024-06-23 14:09:36,user_0105
increase_intensity,2023-10-08 16:00:40,user_0012
take_break,2024-03-24 23:43:37,user_0130
decrease_intensity,2023-10-05 12:26:57,user_0025
