acc,gyro,hr,latitude,longitude,city,ritmo,date,userId,weather_temperature
14.5738,4183005,73,41.263061,-9.188452,Coimbra,90.4,2023-06-12 02:06:21,user_0027,7.3
2.7966,8051090,157,38.406992,-7.50882,Porto,119.19,2023-11-26 07:45:44,user_0048,25.1
12.8303,9399822,82,37.696308,-7.508,Setúbal,140.17,2023-09-13 04:43:50,user_0069,32.8
7.4349,4171364,72,37.604096,-7.82106,Lisboa,196.31,2023-01-20 11:15:42,user_0199,24.5
3.7837,6417060,126,41.034973,-8.442531,Aveiro,71.18,2023-02-08 21:03:38,user_0150,14.8
13.0742,5362204,103,40.707428,-8.246825,Viseu,124.46,2024-01-02 11:09:52,user_0162,14.2
6.735,2573937,102,39.388227,-8.410288,Setúbal,115.48,2023-06-22 02:49:54,user_0171,13.3
7.7708,4197739,98,38.274357,-8.051102,Leiria,175.39,2024-12-27 00:05:02,user_0116,39.3
5.4526,3305742,127,40.288066,-8.33792,Setúbal,186.04,2023-10-01 16:28:12,user_0124,19.0
8.935,7006451,129,37.092165,-7.203241,Viseu,186.98,2023-01-21 13:50:44,user_0016,16.1
2.5365,1470851,151,39.741139,-8.494326,Évora,112.52,2024-11-10 12:04:11,user_0126,19.6
5.9271,712917,171,38.892126,-8.30715,Faro,102.65,2024-09-04 14:22:06,user_0014,9.1
14.5442,2936598,152,41.789298,-8.019436,Aveiro,122.88,2024-04-19 11:18:40,user_0039,11.9
3.9462,7766074,139,39.437801,-9.48653,Aveiro,108.16,2024-07-31 16:59:19,user_0199,22.8
9.8854,4486745,139,39.661339,-7.826919,Viseu,160.64,2023-04-11 10:44:41,user_0108,33.0
4.9453,6859634,170,40.461813,-8.630213,Leiria,89.9,2023-07-29 10:07:37,user_0012,35.7
11.6247,6574922,198,39.322692,-9.309088,Setúbal,152.22,2024-08-28 17:25:22,user_0097,35.3
2.05,9840119,195,38.022843,-6.402528,Lisboa,189.78,2024-05-23 03:10:52,user_0055,38.1
14.5503,2700993,109,39.586389,-8.403776,Leiria,99.19,2023-04-12 07:38:52,user_0134,9.4
6.8615,9006727,171,41.621344,-8.05131,Braga,154.76,2024-05-30 00:59:37,user_0040,6.4
3.6172,4007324,190,38.949555,-6.687033,Leiria,80.1,2023-11-24 11:29:52,user_0091,8.7
1.1951,3515530,79,40.298205,-8.932917,Évora,76.99,2023-01-04 20:00:03,user_0013,26.0
2.6294,8203492,179,41.790171,-6.60895,Braga,76.19,2023-02-27 20:02:07,user_0069,24.5
7.8446,641462,132,41.049612,-8.678431,Leiria,79.39,2023-07-06 19:47:14,user_0152,28.5
5.1213,6437885,160,40.195171,-7.497271,Évora,90.26,2024-09-01 12:33:12,user_0187,18.0
12.4504,2327089,157,40.579982,-7.168694,Évora,138.8,2024-02-05 15:03:01,user_0174,18.7
6.5202,544653,160,41.582416,-6.422953,Évora,167.38,2024-06-14 21:09:12,user_0096,24.1
3.8058,5506761,74,41.698761,-7.434031,Porto,77.76,2024-01-21 06:33:24,user_0172,7.8
9.2955,393186,99,41.744841,-7.959012,Coimbra,181.8,2023-03-23 03:59:37,user_0011,33.0
10.631,5972872,63,40.028208,-7.554284,Viseu,177.98,2023-07-30 07:32:22,user_0118,37.3
2.5889,3755490,183,38.823558,-8.81292,Aveiro,161.83,2023-08-08 20:10:08,user_0061,18.6
2.5975,7071422,125,37.565766,-7.157147,Porto,119.64,2023-02-04 20:34:13,user_0036,30.9
0.6464,3304299,133,38.82774,-8.864606,Coimbra,60.22,2023-11-03 11:20:36,user_0200,24.2
11.0724,4959691,136,41.614777,-7.605358,Viseu,162.87,2024-08-02 13:06:44,user_0138,13.3
9.9907,6532930,79,41.348985,-7.298148,Aveiro,183.06,2023-11-30 16:37:50,user_0129,7.4
7.172,9151398,107,39.518298,-6.444817,Braga,106.94,2023-03-22 22:13:49,user_0063,13.6
12.6781,1750093,143,39.585036,-7.969355,Setúbal,160.52,2024-10-22 18:10:24,user_0140,26.2
12.1045,6216631,90,38.444602,-6.863867,Porto,68.69,2024-03-11 14:52:04,user_0005,6.4
8.8218,1220682,143,39.172539,-8.930396,Aveiro,159.33,2023-01-12 23:56:50,user_0078,34.3
13.0372,5243174,106,40.472242,-8.968932,Aveiro,69.56,2024-01-12 05:22:58,user_0036,39.0
3.167,5005332,113,38.912154,-7.715687,Lisboa,142.21,2023-06-26 14:45:22,user_0145,7.9
1.7676,2895018,147,37.839919,-7.472441,Braga,143.66,2023-04-15 19:27:58,user_0186,13.6
4.1193,6820399,65,39.604298,-7.35004,Porto,102.3,2023-11-10 08:15:55,user_0150,28.6
0.9506,607317,137,38.026685,-6.964708,Évora,71.08,2024-03-24 19:27:50,user_0159,33.2
8.0144,5551252,127,41.771438,-8.497233,Évora,192.91,2023-06-25 14:41:07,user_0154,17.1
14.0554,5579123,139,38.8517,-7.383134,Coimbra,134.98,2023-11-01 02:15:51,user_0013,23.0
0.6862,1693675,121,41.448325,-8.860327,Aveiro,141.17,2024-04-29 23:47:06,user_0191,36.2
1.9194,974303,63,38.02777,-8.755408,Braga,146.1,2023-03-04 11:57:23,user_0195,18.5
6.8378,5211276,80,37.846045,-9.27115,Leiria,184.75,2024-12-12 11:56:48,user_0063,7.9
14.0147,8709188,115,39.984506,-6.960198,Faro,68.44,2023-02-19 09:44:30,user_0011,39.8
4.8107,3253507,161,40.796895,-7.776224,Porto,185.06,2024-01-20 00:33:41,user_0069,11.3
7.6578,2876237,117,39.733823,-8.690169,Leiria,93.55,2024-01-06 08:22:52,user_0192,6.7
0.7194,3631047,104,38.048978,-7.608792,Lisboa,70.91,2024-12-22 11:34:03,user_0102,19.4
2.3103,4973064,172,37.089472,-8.295583,Aveiro,152.02,2024-02-09 12:44:31,user_0196,9.3
14.8008,6848120,74,39.991444,-6.653486,Setúbal,196.78,2023-10-13 00:44:57,user_0032,39.3
14.4803,9425266,180,37.555186,-7.704297,Lisboa,68.01,2023-12-10 04:45:59,user_0010,18.3
0.1736,480674,118,38.615882,-9.398644,Coimbra,119.66,2024-04-09 00:57:08,user_0108,33.9
14.282,5320804,151,40.278924,-6.150676,Braga,134.17,2024-12-17 03:48:38,user_0054,11.2
9.6229,4747924,167,37.390117,-9.247385,Évora,95.3,2023-07-05 03:57:09,user_0183,9.9
13.032,6684601,75,37.536257,-7.133742,Évora,197.6,2023-01-12 20:33:50,user_0082,27.7
6.8756,7911057,89,37.208331,-8.01333,Setúbal,149.73,2024-07-29 14:52:14,user_0190,36.8
7.7824,8781664,87,41.880396,-8.652319,Viseu,178.21,2023-09-09 16:56:22,user_0183,9.0
7.3838,3612914,56,38.835384,-7.200042,Viseu,118.21,2024-06-19 01:07:36,user_0087,25.6
10.0363,8571632,169,41.428976,-9.071949,Aveiro,109.55,2024-04-03 15:03:43,user_0082,8.0
2.1808,9464656,196,38.367928,-6.581961,Évora,137.44,2024-07-17 04:42:14,user_0035,33.4
0.5466,2157098,84,40.666013,-8.647919,Coimbra,120.94,2024-06-20 16:28:33,user_0067,36.8
4.6882,944353,127,37.995333,-8.271058,Évora,160.09,2023-08-31 17:43:33,user_0065,27.0
10.5997,9439949,87,39.391624,-7.349012,Lisboa,97.21,2023-02-02 08:45:40,user_0017,29.1
3.1076,5868555,187,41.023079,-9.4965,Braga,122.94,2024-02-03 14:09:38,user_0042,6.9
10.1341,1721742,77,40.981672,-7.892655,Porto,185.32,2024-08-16 20:40:31,user_0187,7.6
14.5517,3295453,149,40.871404,-6.459554,Évora,165.86,2023-05-08 19:33:41,user_0198,11.3
1.4991,5870747,87,41.018672,-7.186587,Leiria,83.53,2024-07-22 18:34:41,user_0121,14.6
10.1218,8229840,193,37.957361,-8.181139,Faro,184.16,2023-12-06 04:11:35,user_0121,31.6
6.7119,304543,173,39.311081,-7.254557,Leiria,142.46,2024-05-22 15:13:10,user_0139,20.2
13.0353,3112261,198,39.324357,-6.315664,Aveiro,155.1,2024-04-06 04:00:43,user_0078,7.7
2.7395,1456498,141,41.352512,-8.861462,Lisboa,101.2,2024-08-15 09:26:21,user_0028,34.8
10.4201,4713297,146,38.384459,-7.691853,Porto,121.82,2023-02-16 01:31:17,user_0039,39.8
12.5879,9101540,55,41.557479,-8.701892,Setúbal,172.95,2024-07-20 14:51:20,user_0182,20.9
14.1748,9369879,176,39.153979,-6.595636,Faro,106.29,2023-12-01 02:32:46,user_0100,22.9
10.2804,6423841,64,40.248935,-7.048429,Évora,83.11,2023-08-03 05:06:49,user_0011,7.7
7.5079,9380814,157,38.244416,-6.776342,Leiria,112.96,2023-02-01 23:29:09,user_0115,18.4
9.3059,2238154,180,38.951491,-6.29376,Coimbra,69.69,2023-05-26 14:42:41,user_0186,18.0
13.0467,8391893,92,40.449005,-8.71015,Aveiro,160.5,2023-01-31 14:11:31,user_0117,38.8
8.6021,2657303,96,39.463736,-9.334355,Coimbra,80.68,2024-11-12 08:39:34,user_0168,28.1
0.5528,5390656,148,41.55354,-8.510927,Braga,99.92,2024-01-12 05:31:13,user_0132,32.4
13.9711,9770296,63,40.585625,-8.142926,Porto,183.35,2024-12-23 01:25:47,user_0064,9.5
10.3739,8324458,181,39.722015,-7.374457,Aveiro,135.67,2024-02-01 09:53:52,user_0176,19.6
10.18,9491099,164,41.333349,-6.787804,Aveiro,104.99,2023-07-04 22:03:25,user_0198,11.7
3.3136,6663143,189,40.227782,-8.310669,Braga,136.67,2024-07-03 21:39:24,user_0083,35.1
9.9174,665979,51,40.136602,-7.89011,Lisboa,90.56,2023-05-20 12:07:55,user_0159,10.3
5.9686,5446342,194,38.131857,-6.829411,Setúbal,63.52,2023-09-18 14:11:15,user_0002,20.4
9.8034,784278,84,38.874285,-8.733882,Faro,144.52,2024-07-24 00:20:39,user_0043,6.9
1.6882,8896161,59,40.316518,-8.761751,Aveiro,159.98,2024-09-24 00:47:08,user_0041,27.2
9.9019,9365386,161,41.358959,-7.496608,Setúbal,183.17,2023-08-31 07:19:13,user_0060,21.9
14.9913,7806421,70,38.477737,-8.017407,Coimbra,168.06,2023-04-01 20:48:07,user_0112,22.4
0.8184,4084457,64,37.977428,-6.273751,Viseu,189.73,2023-09-26 15:41:45,user_0174,8.6
14.6599,2470562,161,39.86848,-8.286096,Viseu,198.03,2024-10-11 07:48:13,user_0040,23.0
6.1629,7104627,175,37.235985,-6.917511,Porto,164.29,2024-06-26 14:45:03,user_0059,24.7
13.0742,3798057,134,40.472709,-7.517485,Aveiro,181.51,2024-10-15 02:02:56,user_0045,38.7
11.7575,3198747,134,40.415693,-9.314441,Faro,154.32,2023-10-10 06:00:58,user_0042,6.2
8.5485,5476049,54,38.67483,-9.213089,Aveiro,83.93,2024-12-11 19:38:13,user_0119,37.3
11.1029,1902871,166,41.363388,-8.809268,Faro,85.44,2023-12-29 05:28:49,user_0149,21.8
13.1899,9010823,195,39.410906,-9.013281,Setúbal,75.44,2023-12-30 04:36:35,user_0131,12.4
6.1217,1811049,198,40.128825,-8.380137,Viseu,192.02,2024-11-05 17:55:09,user_0194,28.3
4.9728,8734837,121,37.947892,-7.531438,Faro,154.19,2024-01-15 01:42:46,user_0139,23.1
10.0471,9555180,123,38.986702,-7.451967,Braga,170.59,2024-08-07 20:06:52,user_0024,12.9
12.1369,4757812,100,41.212088,-7.50159,Viseu,106.36,2024-06-14 18:27:53,user_0050,26.9
11.458,5758851,73,37.964698,-9.100131,Aveiro,124.46,2023-02-27 14:48:04,user_0088,21.6
11.9874,8468579,87,38.852872,-7.459234,Braga,65.57,2024-03-15 18:58:54,user_0021,29.1
6.5902,9954657,93,38.490383,-8.106861,Coimbra,184.46,2024-08-23 07:25:09,user_0153,29.1
12.2857,4591901,124,37.655551,-6.429621,Setúbal,179.42,2024-02-03 04:42:41,user_0132,21.5
1.8911,2849095,144,38.34859,-6.399254,Porto,169.87,2023-08-23 11:37:27,user_0125,18.7
8.2129,9704110,72,38.063861,-6.888209,Évora,68.16,2023-02-28 10:48:26,user_0043,7.2
0.1858,6779617,173,41.517968,-7.109436,Faro,84.39,2024-04-27 11:18:17,user_0175,22.3
4.9363,9587718,135,40.605394,-9.109161,Viseu,106.78,2023-08-12 17:48:26,user_0023,13.5
5.5603,846462,92,38.480508,-9.21204,Faro,96.83,2024-03-15 21:55:51,user_0188,6.9
6.003,723879,89,40.716695,-6.641165,Faro,177.38,2023-11-08 01:33:12,user_0021,16.6
10.4625,3332006,96,37.0107,-8.048146,Porto,87.28,2024-05-18 12:40:45,user_0194,8.1
5.8895,1619814,69,39.532624,-7.965368,Viseu,134.5,2023-09-14 15:06:11,user_0179,25.3
6.7855,1444315,158,38.151673,-6.617503,Leiria,139.99,2023-01-31 22:03:44,user_0143,22.6
3.6394,1502718,117,37.47161,-7.387135,Braga,119.5,2024-09-27 03:03:04,user_0058,32.7
5.6615,2828340,73,41.318793,-8.890015,Évora,93.7,2023-09-15 08:50:20,user_0026,14.4
3.4863,1194737,85,37.896703,-8.782555,Faro,194.44,2024-12-29 15:35:54,user_0059,18.0
1.1906,6696579,94,41.011955,-9.478318,Viseu,117.88,2023-07-20 10:12:35,user_0090,29.1
9.0914,398825,179,38.966113,-7.083722,Viseu,161.82,2024-12-16 10:04:40,user_0045,39.8
10.0564,1885190,77,36.971454,-7.84892,Faro,85.77,2024-11-22 23:17:04,user_0194,36.6
9.3304,4695781,72,40.562664,-6.270123,Coimbra,175.19,2023-02-24 18:43:16,user_0163,23.2
7.0061,5091995,140,39.881799,-7.072356,Viseu,90.22,2024-04-10 09:13:10,user_0094,28.7
5.7588,230596,183,38.620859,-9.149281,Setúbal,154.54,2023-09-23 05:12:39,user_0110,23.6
12.9637,4993899,152,38.30773,-8.950759,Évora,130.91,2024-08-07 19:12:05,user_0064,20.2
7.8343,4122990,87,37.268456,-7.794136,Évora,80.52,2024-05-10 23:16:25,user_0084,26.1
7.2398,9822090,143,41.607128,-6.355428,Aveiro,63.49,2024-11-26 12:52:12,user_0077,18.5
0.4821,6497127,102,39.369924,-8.659346,Faro,190.3,2023-04-15 05:29:46,user_0027,14.8
5.1846,294358,87,37.327623,-6.693027,Évora,77.6,2024-03-19 12:40:38,user_0087,29.7
5.7649,7594902,92,41.243399,-8.438274,Coimbra,158.69,2024-07-24 08:35:08,user_0159,35.5
6.0425,7833276,152,38.294166,-8.58235,Leiria,151.38,2023-01-26 09:40:40,user_0012,15.1
8.7446,2873798,163,37.918014,-6.435265,Faro,107.84,2023-02-19 01:55:42,user_0102,29.7
8.0507,4721005,53,38.304687,-9.339379,Braga,85.95,2024-07-22 07:35:21,user_0045,20.2
9.1578,9970977,54,39.722857,-7.25348,Faro,84.97,2023-09-25 10:04:29,user_0128,15.6
11.4968,4970345,117,37.270282,-9.35323,Leiria,141.95,2023-10-07 11:36:32,user_0032,26.7
12.2135,9570361,172,39.308785,-6.777403,Aveiro,136.57,2024-02-19 02:07:34,user_0054,37.9
10.8,1247752,129,41.378717,-6.680025,Lisboa,182.63,2024-03-17 17:15:41,user_0194,17.3
14.3373,4695154,60,37.840858,-6.462588,Faro,149.6,2024-05-10 17:10:02,user_0113,31.6
0.3717,5357777,191,38.555944,-8.867294,Setúbal,174.7,2024-11-23 15:23:17,user_0115,16.0
3.0171,5301288,169,38.88061,-9.076706,Viseu,64.54,2023-09-29 13:40:27,user_0032,33.1
0.2127,116908,75,39.831104,-7.787981,Porto,153.94,2024-07-11 01:14:23,user_0143,31.6
9.7474,2343145,85,41.496271,-8.576449,Setúbal,92.72,2024-02-23 23:06:34,user_0104,31.8
13.4807,5846899,193,38.872696,-7.438589,Leiria,95.4,2024-01-22 12:08:13,user_0055,39.9
3.7279,6796877,171,37.245764,-7.753259,Coimbra,160.88,2023-10-18 13:33:23,user_0041,9.9
13.9128,851563,108,38.639754,-9.007503,Braga,171.08,2024-04-19 04:18:14,user_0127,18.6
0.998,9239320,145,37.850427,-6.98648,Leiria,112.04,2023-07-02 05:11:46,user_0040,27.1
14.0231,5360678,55,40.158872,-6.767133,Porto,170.61,2023-03-24 19:37:10,user_0072,25.7
5.3392,9029750,147,37.046311,-6.225654,Leiria,122.12,2024-06-21 01:01:24,user_0114,32.3
1.6112,8626510,105,38.35965,-8.155168,Viseu,180.07,2023-12-31 07:15:00,user_0177,6.6
7.3395,6612303,185,39.625868,-8.351701,Porto,63.49,2023-10-10 12:01:08,user_0038,29.7
3.926,9983049,143,38.286671,-8.846307,Viseu,71.69,2024-02-15 00:30:21,user_0056,30.8
4.3446,8127678,76,39.654976,-8.885059,Braga,168.69,2023-07-11 02:19:38,user_0034,7.1
4.6786,8212803,169,37.473562,-8.408419,Évora,147.37,2023-07-10 00:16:36,user_0129,23.9
12.0651,8871058,74,41.614027,-6.161823,Porto,138.26,2023-11-22 18:42:17,user_0010,13.6
8.1335,5310074,135,38.354534,-9.186321,Lisboa,145.96,2024-12-28 08:19:00,user_0168,33.1
4.7385,1519598,195,41.515004,-8.618155,Leiria,190.23,2023-07-28 11:18:24,user_0016,6.7
9.194,2659232,61,38.529177,-9.207673,Setúbal,151.78,2024-10-31 00:42:37,user_0174,10.1
10.7706,45807,136,40.809201,-8.569653,Leiria,150.65,2023-12-25 13:49:38,user_0152,8.7
4.1621,1435986,158,38.130937,-9.185835,Braga,166.33,2023-03-31 12:36:27,user_0014,7.3
6.2619,660501,138,40.248845,-7.77175,Braga,181.33,2024-09-14 13:30:59,user_0090,26.0
1.9161,1558274,59,38.518581,-8.009591,Viseu,96.67,2023-11-26 23:47:16,user_0167,35.4
2.7991,9035880,123,39.445796,-8.908229,Braga,146.34,2024-10-18 00:51:23,user_0018,22.9
10.2487,4732369,126,40.269071,-8.905653,Porto,141.76,2023-11-21 22:20:53,user_0084,12.4
2.8034,2938287,103,39.844413,-7.371229,Setúbal,78.88,2023-03-06 02:05:37,user_0169,17.0
7.9249,3764993,151,39.781403,-8.183787,Braga,132.84,2024-05-12 19:24:02,user_0056,17.6
10.6648,309963,186,37.228404,-9.308937,Faro,69.74,2024-09-09 05:31:54,user_0164,20.8
1.6925,4091701,191,38.145384,-6.371345,Faro,85.89,2023-08-22 07:10:39,user_0152,19.7
8.553,1183493,150,39.759196,-8.123162,Viseu,187.81,2023-09-11 14:53:28,user_0090,28.5
3.9228,4741882,122,36.991586,-7.490438,Braga,76.69,2023-02-17 09:43:57,user_0029,16.9
14.4476,9811879,121,38.153221,-6.489599,Braga,141.05,2024-01-31 18:50:32,user_0022,28.2
7.3048,4618219,103,38.045926,-8.132659,Lisboa,105.29,2024-10-12 16:07:51,user_0011,24.1
12.1093,6466780,52,38.149281,-6.709756,Setúbal,137.74,2024-09-13 11:51:47,user_0041,6.7
8.2984,1551726,160,39.578047,-6.389842,Braga,92.9,2024-06-03 14:53:43,user_0177,37.2
0.7468,4391649,145,39.809802,-8.908171,Lisboa,122.21,2024-11-07 22:43:28,user_0139,11.2
9.534,2900203,120,41.44499,-6.465526,Viseu,181.43,2024-04-10 12:30:15,user_0052,20.8
14.2759,1650870,68,38.830155,-9.09257,Leiria,112.67,2024-08-02 09:33:38,user_0067,38.2
9.064,7062215,83,41.532895,-8.564567,Lisboa,109.42,2024-01-07 09:24:02,user_0085,13.7
12.3059,7559012,99,40.159772,-6.752081,Faro,122.46,2023-03-30 14:16:12,user_0075,5.8
13.2747,3620597,95,41.463302,-6.437673,Faro,74.07,2023-05-27 17:10:33,user_0136,22.2
3.4984,5519803,132,41.067361,-7.173928,Porto,114.23,2023-04-12 09:07:22,user_0159,12.8
3.2595,5687136,100,40.337912,-9.143592,Lisboa,60.97,2024-07-30 23:20:09,user_0123,25.4
9.2036,7789573,103,38.680529,-7.721826,Setúbal,130.48,2023-01-20 04:29:46,user_0006,33.6
6.2243,9196670,139,38.105552,-7.553044,Évora,178.71,2024-02-09 10:27:20,user_0081,22.9
12.6139,667538,130,38.011957,-8.541677,Leiria,137.29,2023-09-27 07:19:25,user_0199,27.6
13.5103,4607455,167,41.660869,-6.129594,Aveiro,145.08,2024-08-09 16:09:12,user_0013,28.3
5.366,2013338,68,41.692869,-8.358865,Viseu,64.28,2024-02-07 16:51:15,user_0006,33.7
3.6294,4872691,76,40.524157,-8.785134,Braga,180.33,2024-03-22 17:20:07,user_0195,29.1
11.7298,2062624,196,41.31898,-9.125538,Leiria,113.9,2023-03-04 22:29:42,user_0155,39.2
4.1946,4261663,56,41.494981,-8.213096,Lisboa,196.48,2023-08-14 18:46:24,user_0121,21.0
12.357,2300612,118,39.457781,-7.145096,Setúbal,76.87,2024-12-30 16:54:18,user_0045,6.8
6.4137,4010768,143,40.045298,-8.713182,Viseu,192.25,2024-06-08 18:35:47,user_0106,18.8
10.0465,1325831,162,38.993772,-6.88355,Porto,148.8,2024-01-19 18:11:16,user_0026,34.4
1.5235,7503416,156,38.992454,-9.039636,Viseu,67.33,2024-07-15 11:45:46,user_0004,9.7
9.3955,9293960,169,37.092145,-8.002409,Leiria,196.04,2024-08-24 00:54:22,user_0037,30.8
6.8313,9279863,185,39.069107,-7.111929,Leiria,61.94,2023-02-23 20:06:44,user_0021,23.7
8.8405,1881397,91,40.267449,-9.039948,Aveiro,162.3,2024-12-10 20:05:34,user_0028,36.5
2.6034,3911251,62,39.009911,-7.467336,Évora,184.53,2024-04-13 21:46:19,user_0032,30.6
11.0794,3546434,67,41.262048,-6.783561,Setúbal,84.61,2023-11-25 11:33:11,user_0103,28.1
12.9557,762557,91,38.562815,-7.475134,Porto,108.07,2024-05-11 11:30:34,user_0181,36.0
3.3294,5267382,100,37.56341,-7.761023,Coimbra,138.57,2023-09-09 11:53:56,user_0161,36.8
1.5261,8167575,162,40.957793,-6.649782,Viseu,155.17,2024-10-02 21:51:42,user_0026,18.5
0.4522,2719713,193,40.26974,-6.149571,Évora,182.06,2024-07-23 14:12:23,user_0145,37.5
9.6654,8971541,150,38.109097,-8.883536,Setúbal,166.55,2024-04-12 01:11:22,user_0184,6.9
9.1457,7188106,52,39.582256,-7.149422,Leiria,110.87,2023-05-13 19:59:38,user_0116,31.7
8.2458,321199,128,38.909262,-9.225764,Faro,175.04,2024-12-06 08:57:21,user_0093,16.8
3.556,5362695,147,41.594299,-9.354341,Setúbal,195.25,2023-11-12 19:28:20,user_0030,22.1
5.9245,9315110,199,39.93666,-8.545216,Viseu,91.78,2024-10-26 19:40:44,user_0121,34.3
8.9577,3829994,72,37.691946,-6.198873,Setúbal,70.37,2023-02-10 10:49:59,user_0005,27.3
7.5018,9800354,108,39.410742,-7.622535,Aveiro,119.73,2023-04-01 15:18:10,user_0118,21.0
14.818,2429488,162,41.212784,-8.587877,Aveiro,183.4,2023-04-22 16:49:51,user_0006,10.7
2.133,7392053,117,40.257483,-9.049207,Setúbal,81.04,2023-05-01 04:47:31,user_0106,37.9
10.4577,29092,103,41.11226,-6.371376,Aveiro,184.01,2023-08-24 13:00:58,user_0124,16.6
6.1243,5113050,106,38.151997,-8.267954,Évora,198.91,2024-06-01 19:29:56,user_0190,8.5
6.4802,7709019,160,41.341757,-8.457229,Lisboa,67.56,2023-09-10 14:19:27,user_0138,24.7
10.7922,657191,109,40.678057,-6.582924,Faro,129.34,2024-11-17 20:38:20,user_0070,19.2
10.4173,883435,122,40.544569,-7.44503,Viseu,106.04,2024-10-15 07:06:07,user_0138,25.7
14.8697,4081534,104,38.632705,-8.926637,Viseu,115.12,2024-09-09 12:45:30,user_0106,13.2
2.0131,8260768,166,41.33829,-8.066864,Viseu,123.23,2023-07-02 22:36:18,user_0044,18.3
1.6512,3509934,112,40.089897,-6.344014,Faro,163.56,2024-04-08 14:12:00,user_0056,39.0
10.8926,7988597,104,41.159197,-6.435908,Viseu,142.78,2024-02-07 02:44:29,user_0132,37.8
8.718,207580,74,38.704857,-9.261627,Leiria,194.57,2023-04-02 08:59:00,user_0013,35.3
4.185,769032,75,37.62826,-8.586715,Évora,106.59,2023-08-10 01:29:13,user_0122,32.3
1.2833,3772380,112,38.561686,-8.974566,Évora,135.81,2024-01-25 10:32:06,user_0019,10.5
1.3763,8865465,122,39.176322,-7.68504,Viseu,173.87,2024-01-02 21:04:53,user_0198,21.3
13.4234,8399625,128,39.567037,-6.950057,Porto,112.22,2023-05-04 02:30:03,user_0090,30.5
2.9588,6065925,114,39.454046,-8.495153,Aveiro,125.14,2024-11-18 08:57:15,user_0190,14.2
4.9182,3931895,118,39.630273,-6.922813,Braga,155.9,2023-04-23 13:29:00,user_0009,6.2
3.4772,3100786,58,41.108529,-7.226367,Leiria,180.5,2024-04-25 20:59:59,user_0046,19.6
5.3894,7285880,75,37.750506,-7.024044,Setúbal,118.2,2024-06-10 01:29:09,user_0056,19.9
1.1344,2651788,77,38.480256,-6.275971,Leiria,134.47,2024-03-17 18:02:01,user_0074,7.3
7.834,209720,89,41.343042,-8.05632,Leiria,196.52,2024-09-07 01:07:32,user_0040,16.2
1.1074,2218222,192,39.702291,-8.335269,Évora,65.95,2024-02-16 10:35:16,user_0067,37.1
12.0253,3990919,183,39.816949,-7.174919,Viseu,122.75,2024-08-25 10:08:21,user_0113,13.8
3.5823,8302089,76,39.290313,-6.754306,Aveiro,149.04,2023-01-21 17:06:12,user_0083,24.9
8.1462,3015624,87,39.644873,-8.849086,Porto,61.18,2023-02-03 04:29:26,user_0062,22.1
13.2132,6553968,134,37.890399,-6.620881,Faro,143.55,2024-04-13 06:16:09,user_0174,35.2
9.7981,7900171,113,39.634334,-9.303302,Braga,67.87,2024-02-26 01:01:55,user_0134,27.9
8.0411,1695625,79,41.885866,-9.478261,Lisboa,180.06,2024-04-20 07:47:49,user_0029,10.5
4.9326,8283032,148,39.730238,-8.961348,Setúbal,172.99,2024-07-13 21:07:18,user_0019,10.0
5.0617,7016611,180,37.122012,-6.172532,Leiria,64.52,2023-11-01 02:36:01,user_0114,24.5
10.0754,3837478,61,40.882178,-7.719878,Porto,66.83,2024-04-11 11:07:32,user_0108,6.6
14.9127,4024537,140,38.882377,-9.341671,Leiria,165.51,2023-12-30 13:37:36,user_0143,18.8
9.9614,2780877,79,37.668381,-6.109603,Aveiro,111.74,2024-04-02 19:54:48,user_0057,19.0
8.411,3031863,87,41.212599,-6.967302,Leiria,140.5,2023-07-31 11:02:50,user_0038,11.9
10.9867,1150311,134,37.889866,-6.650783,Faro,97.85,2024-11-29 08:30:39,user_0021,15.5
7.0316,1595776,109,41.503837,-8.776002,Porto,84.22,2023-12-19 13:11:35,user_0051,16.5
0.9961,3117173,87,39.108982,-9.141472,Viseu,101.45,2024-08-10 10:08:11,user_0167,5.4
8.4782,8051964,153,40.613954,-7.748711,Viseu,94.54,2024-05-15 01:02:22,user_0020,33.2
14.3686,4825885,192,39.634979,-6.874603,Setúbal,122.76,2023-08-06 03:02:29,user_0002,38.5
2.712,3244811,195,38.183134,-7.331546,Évora,164.53,2023-02-23 06:29:14,user_0032,15.1
10.3811,5880823,78,40.255451,-7.354398,Braga,137.58,2023-02-13 17:40:34,user_0111,8.9
3.0939,3033932,161,41.689563,-6.925873,Setúbal,145.28,2023-11-17 21:53:18,user_0092,38.4
8.0838,621747,70,40.748185,-8.728129,Setúbal,125.81,2023-12-20 12:04:47,user_0132,30.9
1.5405,1281258,194,39.92009,-7.250834,Aveiro,105.46,2023-05-29 22:28:59,user_0007,36.2
6.8105,4623190,195,41.853141,-8.166824,Lisboa,80.09,2024-03-18 20:41:16,user_0003,17.6
11.3668,4423475,168,38.226633,-9.262838,Coimbra,109.64,2023-08-17 04:26:43,user_0025,21.9
5.2788,4361862,109,37.211707,-8.812715,Lisboa,153.13,2024-06-08 09:43:03,user_0112,37.6
10.0072,983061,189,37.060654,-6.800387,Aveiro,162.73,2024-06-19 23:10:46,user_0009,21.1
11.9522,296412,162,40.453439,-6.453836,Porto,125.69,2024-09-20 08:49:10,user_0026,28.5
